year,state,industry,count,last_update
2023,Manipur,Social Impact,1,2025-07-31 19:42:58.248
2023,Manipur,Biotechnology,2,2025-07-31 19:43:01.698
2023,Manipur,Waste Management,1,2025-07-31 19:43:01.946
2023,Mizoram,AR VR (Augmented + Virtual Reality),1,2025-07-31 19:43:03.428
2023,Mizoram,Construction,2,2025-07-31 19:43:05.152
2023,Mizoram,Agriculture,2,2025-07-31 19:43:05.397
2023,Mizoram,Fashion,1,2025-07-31 19:43:06.635
2023,Mizoram,Food & Beverages,2,2025-07-31 19:43:07.387
2023,Mizoram,Healthcare & Lifesciences,2,2025-07-31 19:43:08.842
2023,Mizoram,Media & Entertainment,1,2025-07-31 19:43:10.792
2023,Mizoram,Textiles & Apparel,1,2025-07-31 19:43:12.499
2023,Mizoram,Travel & Tourism,1,2025-07-31 19:43:13.482
2023,Rajasthan,Analytics,8,2025-07-31 19:43:16.403
2023,Rajasthan,Advertising,8,2025-07-31 19:43:16.663
2023,Rajasthan,Architecture Interior Design,9,2025-07-31 19:43:16.923
2023,Rajasthan,AR VR (Augmented + Virtual Reality),7,2025-07-31 19:43:17.179
2023,Rajasthan,Automotive,26,2025-07-31 19:43:17.440
2023,Rajasthan,Art & Photography,11,2025-07-31 19:43:17.702
2023,Rajasthan,Animation,2,2025-07-31 19:43:17.958
2023,Rajasthan,Chemicals,16,2025-07-31 19:43:18.216
2023,Rajasthan,Computer Vision,2,2025-07-31 19:43:18.472
2023,Rajasthan,Telecommunication & Networking,10,2025-07-31 19:43:18.734
2023,Rajasthan,Construction,94,2025-07-31 19:43:18.991
2023,Rajasthan,Agriculture,102,2025-07-31 19:43:19.249
2023,Rajasthan,Aeronautics Aerospace & Defence,8,2025-07-31 19:43:19.507
2023,Rajasthan,AI,30,2025-07-31 19:43:19.760
2023,Rajasthan,Green Technology,31,2025-07-31 19:43:20.019
2023,Rajasthan,Events,5,2025-07-31 19:43:20.277
2023,Rajasthan,Fashion,58,2025-07-31 19:43:20.535
2023,Rajasthan,Finance Technology,56,2025-07-31 19:43:20.789
2023,Rajasthan,Enterprise Software,12,2025-07-31 19:43:21.048
2023,Rajasthan,Food & Beverages,93,2025-07-31 19:43:21.307
2023,Rajasthan,Design,4,2025-07-31 19:43:21.560
2023,Rajasthan,Dating Matrimonial,1,2025-07-31 19:43:21.821
2023,Rajasthan,Education,108,2025-07-31 19:43:22.079
2023,Rajasthan,Renewable Energy,49,2025-07-31 19:43:22.337
2023,Rajasthan,Technology Hardware,40,2025-07-31 19:43:22.593
2023,Rajasthan,Healthcare & Lifesciences,109,2025-07-31 19:43:22.850
2023,Rajasthan,Internet of Things,8,2025-07-31 19:43:23.108
2023,Rajasthan,IT Services,131,2025-07-31 19:43:23.366
2023,Rajasthan,Human Resources,19,2025-07-31 19:43:23.617
2023,Rajasthan,Marketing,21,2025-07-31 19:43:23.875
2023,Rajasthan,Non- Renewable Energy,31,2025-07-31 19:43:24.389
2023,Rajasthan,Pets & Animals,3,2025-07-31 19:43:24.639
2023,Rajasthan,Media & Entertainment,15,2025-07-31 19:43:24.899
2023,Rajasthan,Retail,27,2025-07-31 19:43:25.148
2023,Rajasthan,House-Hold Services,9,2025-07-31 19:43:25.407
2023,Rajasthan,Professional & Commercial Services,81,2025-07-31 19:43:25.670
2023,Rajasthan,Sports,7,2025-07-31 19:43:25.930
2023,Rajasthan,Social Impact,11,2025-07-31 19:43:26.190
2023,Rajasthan,Social Network,10,2025-07-31 19:43:26.448
2023,Rajasthan,Textiles & Apparel,36,2025-07-31 19:43:26.707
2023,Rajasthan,Indic Language Startups,6,2025-07-31 19:43:26.972
2023,Rajasthan,Transportation & Storage,17,2025-07-31 19:43:27.235
2023,Rajasthan,Logistics,7,2025-07-31 19:43:27.497
2023,Rajasthan,Travel & Tourism,21,2025-07-31 19:43:27.761
2023,Rajasthan,Security Solutions,17,2025-07-31 19:43:28.023
2023,Rajasthan,Real Estate,11,2025-07-31 19:43:28.549
2023,Rajasthan,Other Specialty Retailers,17,2025-07-31 19:43:28.811
2023,Rajasthan,Safety,3,2025-07-31 19:43:29.069
2023,Rajasthan,Robotics,6,2025-07-31 19:43:29.332
2023,Rajasthan,Passenger Experience,1,2025-07-31 19:43:29.595
2023,Rajasthan,Biotechnology,2,2025-07-31 19:43:29.859
2023,Rajasthan,Waste Management,12,2025-07-31 19:43:30.122
2023,Rajasthan,Others,6,2025-07-31 19:43:30.387
2023,Rajasthan,Toys and Games,11,2025-07-31 19:43:30.651
2023,Sikkim,Telecommunication & Networking,1,2025-07-31 19:43:33.119
2023,Sikkim,Fashion,1,2025-07-31 19:43:34.853
2023,Tamil Nadu,Analytics,13,2025-07-31 19:43:44.779
2023,Tamil Nadu,Advertising,13,2025-07-31 19:43:45.059
2023,Tamil Nadu,Architecture Interior Design,12,2025-07-31 19:43:45.338
2023,Tamil Nadu,AR VR (Augmented + Virtual Reality),18,2025-07-31 19:43:45.614
2023,Tamil Nadu,Automotive,100,2025-07-31 19:43:45.889
2023,Tamil Nadu,Art & Photography,7,2025-07-31 19:43:46.165
2023,Tamil Nadu,Animation,4,2025-07-31 19:43:46.438
2023,Tamil Nadu,Chemicals,35,2025-07-31 19:43:46.714
2023,Tamil Nadu,Computer Vision,6,2025-07-31 19:43:46.990
2023,Tamil Nadu,Telecommunication & Networking,24,2025-07-31 19:43:47.265
2023,Tamil Nadu,Construction,156,2025-07-31 19:43:47.540
2023,Tamil Nadu,Agriculture,206,2025-07-31 19:43:47.815
2023,Tamil Nadu,Aeronautics Aerospace & Defence,45,2025-07-31 19:43:48.088
2023,Tamil Nadu,AI,44,2025-07-31 19:43:48.363
2023,Tamil Nadu,Green Technology,71,2025-07-31 19:43:48.639
2023,Tamil Nadu,Events,10,2025-07-31 19:43:48.914
2023,Tamil Nadu,Fashion,44,2025-07-31 19:43:49.189
2023,Tamil Nadu,Finance Technology,62,2025-07-31 19:43:49.464
2023,Tamil Nadu,Enterprise Software,47,2025-07-31 19:43:49.737
2023,Tamil Nadu,Food & Beverages,180,2025-07-31 19:43:50.012
2023,Tamil Nadu,Design,13,2025-07-31 19:43:50.287
2023,Tamil Nadu,Dating Matrimonial,1,2025-07-31 19:43:50.561
2023,Tamil Nadu,Education,118,2025-07-31 19:43:50.835
2023,Tamil Nadu,Renewable Energy,100,2025-07-31 19:43:51.110
2023,Tamil Nadu,Technology Hardware,95,2025-07-31 19:43:51.384
2023,Tamil Nadu,Healthcare & Lifesciences,243,2025-07-31 19:43:51.660
2023,Tamil Nadu,Internet of Things,26,2025-07-31 19:43:51.934
2023,Tamil Nadu,IT Services,391,2025-07-31 19:43:52.209
2023,Tamil Nadu,Human Resources,44,2025-07-31 19:43:52.483
2023,Tamil Nadu,Marketing,45,2025-07-31 19:43:52.757
2023,Tamil Nadu,Nanotechnology,6,2025-07-31 19:43:53.035
2023,Tamil Nadu,Non- Renewable Energy,26,2025-07-31 19:43:53.307
2023,Tamil Nadu,Pets & Animals,6,2025-07-31 19:43:53.579
2023,Tamil Nadu,Media & Entertainment,28,2025-07-31 19:43:53.847
2023,Tamil Nadu,Retail,50,2025-07-31 19:43:54.119
2023,Tamil Nadu,House-Hold Services,11,2025-07-31 19:43:54.394
2023,Tamil Nadu,Professional & Commercial Services,117,2025-07-31 19:43:54.668
2023,Tamil Nadu,Sports,9,2025-07-31 19:43:54.944
2023,Tamil Nadu,Social Impact,16,2025-07-31 19:43:55.220
2023,Tamil Nadu,Social Network,10,2025-07-31 19:43:55.496
2023,Tamil Nadu,Textiles & Apparel,71,2025-07-31 19:43:55.773
2023,Tamil Nadu,Indic Language Startups,15,2025-07-31 19:43:56.050
2023,Tamil Nadu,Transportation & Storage,49,2025-07-31 19:43:56.325
2023,Tamil Nadu,Logistics,27,2025-07-31 19:43:56.601
2023,Tamil Nadu,Travel & Tourism,34,2025-07-31 19:43:56.877
2023,Tamil Nadu,Security Solutions,16,2025-07-31 19:43:57.152
2023,Tamil Nadu,Airport Operations,1,2025-07-31 19:43:57.428
2023,Tamil Nadu,Real Estate,22,2025-07-31 19:43:57.705
2023,Tamil Nadu,Other Specialty Retailers,22,2025-07-31 19:43:57.978
2023,Tamil Nadu,Safety,4,2025-07-31 19:43:58.260
2023,Tamil Nadu,Robotics,20,2025-07-31 19:43:58.528
2023,Tamil Nadu,Passenger Experience,3,2025-07-31 19:43:58.798
2023,Tamil Nadu,Biotechnology,23,2025-07-31 19:43:59.067
2023,Tamil Nadu,Waste Management,31,2025-07-31 19:43:59.334
2023,Tamil Nadu,Others,18,2025-07-31 19:43:59.604
2023,Tamil Nadu,Toys and Games,8,2025-07-31 19:43:59.877
2023,Madhya Pradesh,Analytics,4,2025-07-31 19:44:00.130
2023,Madhya Pradesh,Advertising,7,2025-07-31 19:44:00.388
2023,Madhya Pradesh,Architecture Interior Design,5,2025-07-31 19:44:00.649
2023,Madhya Pradesh,AR VR (Augmented + Virtual Reality),4,2025-07-31 19:44:00.910
2023,Madhya Pradesh,Automotive,35,2025-07-31 19:44:01.172
2023,Madhya Pradesh,Art & Photography,4,2025-07-31 19:44:01.434
2023,Madhya Pradesh,Animation,1,2025-07-31 19:44:01.697
2023,Madhya Pradesh,Chemicals,12,2025-07-31 19:44:01.959
2023,Madhya Pradesh,Computer Vision,1,2025-07-31 19:44:02.219
2023,Madhya Pradesh,Telecommunication & Networking,12,2025-07-31 19:44:02.479
2023,Madhya Pradesh,Construction,95,2025-07-31 19:44:02.741
2023,Madhya Pradesh,Agriculture,105,2025-07-31 19:44:03.002
2023,Madhya Pradesh,Aeronautics Aerospace & Defence,9,2025-07-31 19:44:03.263
2023,Madhya Pradesh,AI,11,2025-07-31 19:44:03.520
2023,Madhya Pradesh,Green Technology,17,2025-07-31 19:44:03.780
2023,Madhya Pradesh,Events,2,2025-07-31 19:44:04.041
2023,Madhya Pradesh,Fashion,22,2025-07-31 19:44:04.301
2023,Madhya Pradesh,Finance Technology,30,2025-07-31 19:44:04.565
2023,Madhya Pradesh,Enterprise Software,19,2025-07-31 19:44:04.823
2023,Madhya Pradesh,Food & Beverages,89,2025-07-31 19:44:05.081
2023,Madhya Pradesh,Design,3,2025-07-31 19:44:05.334
2023,Madhya Pradesh,Dating Matrimonial,1,2025-07-31 19:44:05.591
2023,Madhya Pradesh,Education,66,2025-07-31 19:44:05.846
2023,Madhya Pradesh,Renewable Energy,41,2025-07-31 19:44:06.107
2023,Madhya Pradesh,Technology Hardware,20,2025-07-31 19:44:06.368
2023,Madhya Pradesh,Healthcare & Lifesciences,97,2025-07-31 19:44:06.631
2023,Madhya Pradesh,Internet of Things,7,2025-07-31 19:44:06.890
2023,Madhya Pradesh,IT Services,132,2025-07-31 19:44:07.150
2023,Madhya Pradesh,Human Resources,87,2025-07-31 19:44:07.415
2023,Madhya Pradesh,Marketing,19,2025-07-31 19:44:07.666
2023,Madhya Pradesh,Non- Renewable Energy,5,2025-07-31 19:44:08.187
2023,Madhya Pradesh,Pets & Animals,2,2025-07-31 19:44:08.446
2023,Madhya Pradesh,Media & Entertainment,22,2025-07-31 19:44:08.707
2023,Madhya Pradesh,Retail,33,2025-07-31 19:44:08.969
2023,Madhya Pradesh,House-Hold Services,10,2025-07-31 19:44:09.229
2023,Madhya Pradesh,Professional & Commercial Services,58,2025-07-31 19:44:09.486
2023,Madhya Pradesh,Sports,6,2025-07-31 19:44:09.748
2023,Madhya Pradesh,Social Impact,11,2025-07-31 19:44:10.011
2023,Madhya Pradesh,Social Network,3,2025-07-31 19:44:10.273
2023,Madhya Pradesh,Textiles & Apparel,24,2025-07-31 19:44:10.537
2023,Madhya Pradesh,Indic Language Startups,6,2025-07-31 19:44:10.802
2023,Madhya Pradesh,Transportation & Storage,14,2025-07-31 19:44:11.066
2023,Madhya Pradesh,Logistics,8,2025-07-31 19:44:11.330
2023,Madhya Pradesh,Travel & Tourism,16,2025-07-31 19:44:11.593
2023,Madhya Pradesh,Security Solutions,19,2025-07-31 19:44:11.855
2023,Madhya Pradesh,Airport Operations,1,2025-07-31 19:44:12.117
2023,Madhya Pradesh,Real Estate,14,2025-07-31 19:44:12.380
2023,Madhya Pradesh,Other Specialty Retailers,18,2025-07-31 19:44:12.642
2023,Madhya Pradesh,Safety,3,2025-07-31 19:44:12.905
2023,Madhya Pradesh,Robotics,4,2025-07-31 19:44:13.167
2023,Madhya Pradesh,Waste Management,15,2025-07-31 19:44:13.954
2023,Madhya Pradesh,Others,15,2025-07-31 19:44:14.216
2023,Madhya Pradesh,Toys and Games,3,2025-07-31 19:44:14.479
2023,Tripura,Chemicals,1,2025-07-31 19:44:16.455
2023,Tripura,Construction,3,2025-07-31 19:44:17.192
2023,Tripura,Agriculture,1,2025-07-31 19:44:17.439
2023,Tripura,Green Technology,1,2025-07-31 19:44:18.180
2023,Tripura,Fashion,1,2025-07-31 19:44:18.673
2023,Tripura,Finance Technology,1,2025-07-31 19:44:18.919
2023,Tripura,Education,3,2025-07-31 19:44:20.161
2023,Tripura,Renewable Energy,1,2025-07-31 19:44:20.413
2023,Tripura,Technology Hardware,1,2025-07-31 19:44:20.676
2023,Tripura,Healthcare & Lifesciences,3,2025-07-31 19:44:20.920
2023,Tripura,IT Services,4,2025-07-31 19:44:21.421
2023,Tripura,Human Resources,1,2025-07-31 19:44:21.665
2023,Tripura,Transportation & Storage,1,2025-07-31 19:44:25.099
2023,Tripura,Travel & Tourism,1,2025-07-31 19:44:25.583
2023,Nagaland,Automotive,1,2025-07-31 19:44:29.518
2023,Nagaland,Art & Photography,1,2025-07-31 19:44:29.761
2023,Nagaland,Agriculture,2,2025-07-31 19:44:31.240
2023,Nagaland,Fashion,1,2025-07-31 19:44:32.472
2023,Nagaland,Finance Technology,1,2025-07-31 19:44:32.719
2023,Nagaland,Food & Beverages,3,2025-07-31 19:44:33.211
2023,Nagaland,Education,1,2025-07-31 19:44:33.953
2023,Nagaland,Renewable Energy,1,2025-07-31 19:44:34.201
2023,Nagaland,Healthcare & Lifesciences,1,2025-07-31 19:44:34.690
2023,Nagaland,IT Services,3,2025-07-31 19:44:35.183
2023,Nagaland,Human Resources,2,2025-07-31 19:44:35.430
2023,Nagaland,Retail,1,2025-07-31 19:44:36.908
2023,Nagaland,Professional & Commercial Services,2,2025-07-31 19:44:37.400
2023,Nagaland,Logistics,1,2025-07-31 19:44:39.117
2023,Nagaland,Waste Management,1,2025-07-31 19:44:41.594
2023,Telangana,Analytics,13,2025-07-31 19:44:42.366
2023,Telangana,Advertising,14,2025-07-31 19:44:42.640
2023,Telangana,Architecture Interior Design,14,2025-07-31 19:44:42.912
2023,Telangana,AR VR (Augmented + Virtual Reality),5,2025-07-31 19:44:43.183
2023,Telangana,Automotive,37,2025-07-31 19:44:43.454
2023,Telangana,Art & Photography,8,2025-07-31 19:44:43.723
2023,Telangana,Animation,9,2025-07-31 19:44:43.993
2023,Telangana,Chemicals,16,2025-07-31 19:44:44.264
2023,Telangana,Telecommunication & Networking,12,2025-07-31 19:44:44.804
2023,Telangana,Construction,81,2025-07-31 19:44:45.075
2023,Telangana,Agriculture,107,2025-07-31 19:44:45.345
2023,Telangana,Aeronautics Aerospace & Defence,32,2025-07-31 19:44:45.616
2023,Telangana,AI,43,2025-07-31 19:44:45.886
2023,Telangana,Green Technology,43,2025-07-31 19:44:46.156
2023,Telangana,Events,8,2025-07-31 19:44:46.425
2023,Telangana,Fashion,27,2025-07-31 19:44:46.695
2023,Telangana,Finance Technology,43,2025-07-31 19:44:46.964
2023,Telangana,Enterprise Software,49,2025-07-31 19:44:47.235
2023,Telangana,Food & Beverages,97,2025-07-31 19:44:47.505
2023,Telangana,Design,6,2025-07-31 19:44:47.775
2023,Telangana,Dating Matrimonial,2,2025-07-31 19:44:48.045
2023,Telangana,Education,110,2025-07-31 19:44:48.316
2023,Telangana,Renewable Energy,34,2025-07-31 19:44:48.587
2023,Telangana,Technology Hardware,53,2025-07-31 19:44:48.857
2023,Telangana,Healthcare & Lifesciences,180,2025-07-31 19:44:49.127
2023,Telangana,Internet of Things,15,2025-07-31 19:44:49.395
2023,Telangana,IT Services,253,2025-07-31 19:44:49.666
2023,Telangana,Human Resources,29,2025-07-31 19:44:49.935
2023,Telangana,Marketing,35,2025-07-31 19:44:50.206
2023,Telangana,Nanotechnology,1,2025-07-31 19:44:50.476
2023,Telangana,Non- Renewable Energy,18,2025-07-31 19:44:50.746
2023,Telangana,Pets & Animals,12,2025-07-31 19:44:51.016
2023,Telangana,Media & Entertainment,24,2025-07-31 19:44:51.286
2023,Telangana,Retail,27,2025-07-31 19:44:51.556
2023,Telangana,House-Hold Services,16,2025-07-31 19:44:51.827
2023,Telangana,Professional & Commercial Services,64,2025-07-31 19:44:52.096
2023,Telangana,Sports,6,2025-07-31 19:44:52.366
2023,Telangana,Social Impact,4,2025-07-31 19:44:52.638
2023,Telangana,Social Network,12,2025-07-31 19:44:52.909
2023,Telangana,Textiles & Apparel,18,2025-07-31 19:44:53.182
2023,Telangana,Indic Language Startups,10,2025-07-31 19:44:53.453
2023,Telangana,Transportation & Storage,13,2025-07-31 19:44:53.725
2023,Telangana,Logistics,8,2025-07-31 19:44:53.994
2023,Telangana,Travel & Tourism,18,2025-07-31 19:44:54.267
2023,Telangana,Security Solutions,19,2025-07-31 19:44:54.538
2023,Telangana,Real Estate,29,2025-07-31 19:44:55.072
2023,Telangana,Other Specialty Retailers,15,2025-07-31 19:44:55.342
2023,Telangana,Safety,2,2025-07-31 19:44:55.612
2023,Telangana,Robotics,12,2025-07-31 19:44:55.883
2023,Telangana,Passenger Experience,1,2025-07-31 19:44:56.149
2023,Telangana,Biotechnology,19,2025-07-31 19:44:56.421
2023,Telangana,Waste Management,19,2025-07-31 19:44:56.691
2023,Telangana,Others,10,2025-07-31 19:44:56.961
2023,Telangana,Toys and Games,8,2025-07-31 19:44:57.230
2023,Uttarakhand,Analytics,1,2025-07-31 19:44:57.482
2023,Uttarakhand,Architecture Interior Design,2,2025-07-31 19:44:57.986
2023,Uttarakhand,Automotive,7,2025-07-31 19:44:58.487
2023,Uttarakhand,Art & Photography,2,2025-07-31 19:44:58.734
2023,Uttarakhand,Chemicals,1,2025-07-31 19:44:59.230
2023,Uttarakhand,Telecommunication & Networking,3,2025-07-31 19:44:59.726
2023,Uttarakhand,Construction,13,2025-07-31 19:44:59.977
2023,Uttarakhand,Agriculture,22,2025-07-31 19:45:00.217
2023,Uttarakhand,Aeronautics Aerospace & Defence,10,2025-07-31 19:45:00.466
2023,Uttarakhand,AI,4,2025-07-31 19:45:00.716
2023,Uttarakhand,Green Technology,4,2025-07-31 19:45:00.969
2023,Uttarakhand,Events,2,2025-07-31 19:45:01.218
2023,Uttarakhand,Fashion,6,2025-07-31 19:45:01.462
2023,Uttarakhand,Finance Technology,4,2025-07-31 19:45:01.707
2023,Uttarakhand,Enterprise Software,2,2025-07-31 19:45:01.951
2023,Uttarakhand,Food & Beverages,17,2025-07-31 19:45:02.197
2023,Uttarakhand,Design,3,2025-07-31 19:45:02.442
2023,Uttarakhand,Education,13,2025-07-31 19:45:02.942
2023,Uttarakhand,Renewable Energy,14,2025-07-31 19:45:03.194
2023,Uttarakhand,Technology Hardware,6,2025-07-31 19:45:03.445
2023,Uttarakhand,Healthcare & Lifesciences,30,2025-07-31 19:45:03.695
2023,Uttarakhand,Internet of Things,1,2025-07-31 19:45:03.945
2023,Uttarakhand,IT Services,27,2025-07-31 19:45:04.195
2023,Uttarakhand,Human Resources,7,2025-07-31 19:45:04.476
2023,Uttarakhand,Marketing,5,2025-07-31 19:45:04.723
2023,Uttarakhand,Non- Renewable Energy,3,2025-07-31 19:45:05.223
2023,Uttarakhand,Media & Entertainment,5,2025-07-31 19:45:05.724
2023,Uttarakhand,Retail,13,2025-07-31 19:45:05.975
2023,Uttarakhand,House-Hold Services,2,2025-07-31 19:45:06.225
2023,Uttarakhand,Professional & Commercial Services,11,2025-07-31 19:45:06.474
2023,Uttarakhand,Social Impact,4,2025-07-31 19:45:06.968
2023,Uttarakhand,Textiles & Apparel,2,2025-07-31 19:45:07.456
2023,Uttarakhand,Indic Language Startups,1,2025-07-31 19:45:07.706
2023,Uttarakhand,Logistics,1,2025-07-31 19:45:08.208
2023,Uttarakhand,Travel & Tourism,6,2025-07-31 19:45:08.460
2023,Uttarakhand,Security Solutions,2,2025-07-31 19:45:08.713
2023,Uttarakhand,Real Estate,4,2025-07-31 19:45:09.195
2023,Uttarakhand,Other Specialty Retailers,3,2025-07-31 19:45:09.445
2023,Uttarakhand,Robotics,1,2025-07-31 19:45:09.935
2023,Uttarakhand,Waste Management,6,2025-07-31 19:45:10.682
2023,Uttarakhand,Others,1,2025-07-31 19:45:10.928
2023,West Bengal,Analytics,4,2025-07-31 19:45:11.436
2023,West Bengal,Advertising,8,2025-07-31 19:45:11.692
2023,West Bengal,Architecture Interior Design,13,2025-07-31 19:45:11.945
2023,West Bengal,AR VR (Augmented + Virtual Reality),2,2025-07-31 19:45:12.208
2023,West Bengal,Automotive,23,2025-07-31 19:45:12.469
2023,West Bengal,Art & Photography,6,2025-07-31 19:45:12.731
2023,West Bengal,Animation,1,2025-07-31 19:45:12.992
2023,West Bengal,Chemicals,15,2025-07-31 19:45:13.253
2023,West Bengal,Computer Vision,2,2025-07-31 19:45:13.512
2023,West Bengal,Telecommunication & Networking,6,2025-07-31 19:45:13.771
2023,West Bengal,Construction,72,2025-07-31 19:45:14.032
2023,West Bengal,Agriculture,78,2025-07-31 19:45:14.292
2023,West Bengal,Aeronautics Aerospace & Defence,9,2025-07-31 19:45:14.554
2023,West Bengal,AI,8,2025-07-31 19:45:14.811
2023,West Bengal,Green Technology,28,2025-07-31 19:45:15.071
2023,West Bengal,Events,2,2025-07-31 19:45:15.332
2023,West Bengal,Fashion,31,2025-07-31 19:45:15.593
2023,West Bengal,Finance Technology,42,2025-07-31 19:45:15.854
2023,West Bengal,Enterprise Software,12,2025-07-31 19:45:16.115
2023,West Bengal,Food & Beverages,80,2025-07-31 19:45:16.374
2023,West Bengal,Design,8,2025-07-31 19:45:16.634
2023,West Bengal,Dating Matrimonial,1,2025-07-31 19:45:16.891
2023,West Bengal,Education,62,2025-07-31 19:45:17.151
2023,West Bengal,Renewable Energy,31,2025-07-31 19:45:17.411
2023,West Bengal,Technology Hardware,20,2025-07-31 19:45:17.672
2023,West Bengal,Healthcare & Lifesciences,110,2025-07-31 19:45:17.932
2023,West Bengal,Internet of Things,10,2025-07-31 19:45:18.188
2023,West Bengal,IT Services,113,2025-07-31 19:45:18.450
2023,West Bengal,Human Resources,15,2025-07-31 19:45:18.711
2023,West Bengal,Marketing,20,2025-07-31 19:45:18.962
2023,West Bengal,Nanotechnology,1,2025-07-31 19:45:19.224
2023,West Bengal,Non- Renewable Energy,14,2025-07-31 19:45:19.483
2023,West Bengal,Pets & Animals,1,2025-07-31 19:45:19.741
2023,West Bengal,Media & Entertainment,13,2025-07-31 19:45:20.002
2023,West Bengal,Retail,32,2025-07-31 19:45:20.263
2023,West Bengal,House-Hold Services,13,2025-07-31 19:45:20.522
2023,West Bengal,Professional & Commercial Services,65,2025-07-31 19:45:20.781
2023,West Bengal,Sports,11,2025-07-31 19:45:21.039
2023,West Bengal,Social Impact,10,2025-07-31 19:45:21.296
2023,West Bengal,Social Network,5,2025-07-31 19:45:21.554
2023,West Bengal,Textiles & Apparel,35,2025-07-31 19:45:21.812
2023,West Bengal,Indic Language Startups,5,2025-07-31 19:45:22.070
2023,West Bengal,Transportation & Storage,18,2025-07-31 19:45:22.329
2023,West Bengal,Logistics,12,2025-07-31 19:45:22.588
2023,West Bengal,Travel & Tourism,28,2025-07-31 19:45:22.847
2023,West Bengal,Security Solutions,12,2025-07-31 19:45:23.111
2023,West Bengal,Real Estate,18,2025-07-31 19:45:23.624
2023,West Bengal,Other Specialty Retailers,16,2025-07-31 19:45:23.882
2023,West Bengal,Safety,4,2025-07-31 19:45:24.140
2023,West Bengal,Robotics,4,2025-07-31 19:45:24.400
2023,West Bengal,Biotechnology,5,2025-07-31 19:45:24.916
2023,West Bengal,Waste Management,7,2025-07-31 19:45:25.174
2023,West Bengal,Others,7,2025-07-31 19:45:25.431
2023,West Bengal,Toys and Games,6,2025-07-31 19:45:25.690
2023,Uttar Pradesh,Analytics,15,2025-07-31 19:45:25.979
2023,Uttar Pradesh,Advertising,35,2025-07-31 19:45:26.263
2023,Uttar Pradesh,Architecture Interior Design,23,2025-07-31 19:45:26.550
2023,Uttar Pradesh,AR VR (Augmented + Virtual Reality),9,2025-07-31 19:45:26.836
2023,Uttar Pradesh,Automotive,68,2025-07-31 19:45:27.123
2023,Uttar Pradesh,Art & Photography,18,2025-07-31 19:45:27.411
2023,Uttar Pradesh,Animation,2,2025-07-31 19:45:27.698
2023,Uttar Pradesh,Chemicals,32,2025-07-31 19:45:27.984
2023,Uttar Pradesh,Telecommunication & Networking,40,2025-07-31 19:45:28.556
2023,Uttar Pradesh,Construction,297,2025-07-31 19:45:28.842
2023,Uttar Pradesh,Agriculture,189,2025-07-31 19:45:29.129
2023,Uttar Pradesh,Aeronautics Aerospace & Defence,40,2025-07-31 19:45:29.414
2023,Uttar Pradesh,AI,45,2025-07-31 19:45:29.700
2023,Uttar Pradesh,Green Technology,47,2025-07-31 19:45:29.986
2023,Uttar Pradesh,Events,17,2025-07-31 19:45:30.270
2023,Uttar Pradesh,Fashion,61,2025-07-31 19:45:30.556
2023,Uttar Pradesh,Finance Technology,74,2025-07-31 19:45:30.841
2023,Uttar Pradesh,Enterprise Software,45,2025-07-31 19:45:31.128
2023,Uttar Pradesh,Food & Beverages,174,2025-07-31 19:45:31.418
2023,Uttar Pradesh,Design,12,2025-07-31 19:45:31.701
2023,Uttar Pradesh,Dating Matrimonial,1,2025-07-31 19:45:31.987
2023,Uttar Pradesh,Education,189,2025-07-31 19:45:32.273
2023,Uttar Pradesh,Renewable Energy,94,2025-07-31 19:45:32.556
2023,Uttar Pradesh,Technology Hardware,124,2025-07-31 19:45:32.838
2023,Uttar Pradesh,Healthcare & Lifesciences,324,2025-07-31 19:45:33.120
2023,Uttar Pradesh,Internet of Things,14,2025-07-31 19:45:33.407
2023,Uttar Pradesh,IT Services,370,2025-07-31 19:45:33.696
2023,Uttar Pradesh,Human Resources,139,2025-07-31 19:45:33.985
2023,Uttar Pradesh,Marketing,56,2025-07-31 19:45:34.274
2023,Uttar Pradesh,Nanotechnology,1,2025-07-31 19:45:34.563
2023,Uttar Pradesh,Non- Renewable Energy,33,2025-07-31 19:45:34.852
2023,Uttar Pradesh,Pets & Animals,7,2025-07-31 19:45:35.141
2023,Uttar Pradesh,Media & Entertainment,46,2025-07-31 19:45:35.428
2023,Uttar Pradesh,Retail,72,2025-07-31 19:45:35.711
2023,Uttar Pradesh,House-Hold Services,24,2025-07-31 19:45:35.998
2023,Uttar Pradesh,Professional & Commercial Services,209,2025-07-31 19:45:36.287
2023,Uttar Pradesh,Sports,22,2025-07-31 19:45:36.575
2023,Uttar Pradesh,Social Impact,23,2025-07-31 19:45:36.863
2023,Uttar Pradesh,Social Network,16,2025-07-31 19:45:37.151
2023,Uttar Pradesh,Textiles & Apparel,83,2025-07-31 19:45:37.440
2023,Uttar Pradesh,Indic Language Startups,13,2025-07-31 19:45:37.729
2023,Uttar Pradesh,Transportation & Storage,25,2025-07-31 19:45:38.020
2023,Uttar Pradesh,Logistics,16,2025-07-31 19:45:38.310
2023,Uttar Pradesh,Travel & Tourism,49,2025-07-31 19:45:38.601
2023,Uttar Pradesh,Security Solutions,43,2025-07-31 19:45:38.891
2023,Uttar Pradesh,Real Estate,49,2025-07-31 19:45:39.473
2023,Uttar Pradesh,Other Specialty Retailers,39,2025-07-31 19:45:39.763
